Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,lsa,Avg_Regional_Speed_Mbps,Subjective_Access_Score,Infrastructure_Efficiency
Vihaan,Swami Vivekanand National Institute of Rehabilitation Training ,Medical,2,Copilot,1.3,"MCQ Practice, Projects",4,2,Yes,ChatGPT,9,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Arjun,"ICFAI University, Gangtok ",Arts,3,ChatGPT,1.0,"Assignments, Coding Help",3,2,Yes,ChatGPT,9,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Sai,"Chitkara University, Chitkara Business School ",Arts,4,"ChatGPT, Copilot",2.2,"Exam Prep, Notes",3,-2,No,Other,6,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Reyansh,"Nirmala College Of Arts And Science, Chalakkudy, ",Hotel-management,2,ChatGPT,4.2,"Exam Prep, Notes",3,1,Yes,Copilot,7,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Ayaan,K L University ,Commerce,3,Gemini,2.7,Content Writing,3,2,Yes,Copilot,1,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Krishna,K L University ,Commerce,3,Gemini,2.7,Content Writing,3,2,Yes,Copilot,1,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Ishaan,Bhabha University ,Agriculture,2,Gemini,3.2,"Doubt Solving, Resume Writing",5,-3,Yes,Other,4,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Rudra,"Alliance University, Bangalore ",Law,1,Gemini,2.4,"Exam Prep, Notes",2,2,No,Gemini,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Dhruv,"Berhampur University, Berhampur ",Pharmacy,3,ChatGPT,1.3,Content Writing,5,3,No,Copilot,1,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Kabir,"Pragjyotish College, Guwahati ",Science,2,Copilot,4.3,"Doubt Solving, Resume Writing",1,-2,Yes,Other,6,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Atharv,"Vanavarayar Institute of Agriculture, Pollachi ",Agriculture,4,ChatGPT,2.5,"MCQ Practice, Projects",2,-1,Yes,Other,2,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Om,Om Sterling Global University ,Agriculture,2,"ChatGPT, Copilot",3.1,Content Writing,4,0,Yes,ChatGPT,2,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Anaya,Netaji Subhas University of Technology ,Engineering,2,"ChatGPT, Gemini, Copilot",0.6,"Exam Prep, Notes",1,-2,No,Gemini,2,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Siya,"Malwanchal University, Indore ",Pharmacy,1,Copilot,1.2,"MCQ Practice, Projects",3,-1,No,Gemini,6,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Diya,Rajiv Gandhi Institute of Petroleum Technology ,Engineering,2,"ChatGPT, Copilot",4.4,"Exam Prep, Notes",1,3,No,Other,1,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Myra,"Jaipur National University, Seedling School of Law ",Law,3,Gemini,1.9,Content Writing,2,3,Yes,Other,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aadhya,"Cochin University of Science and Technology, School ",Law,3,ChatGPT,2.6,"MCQ Practice, Projects",2,2,No,Gemini,3,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Riya,"Rungta Group of Institutions Bhilai Campus, Bhilai ",Pharmacy,2,"ChatGPT, Gemini, Copilot",1.3,Content Writing,2,2,Yes,Copilot,7,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Pari,Nalanda College of Engineering ,Engineering,4,"Gemini, Midjourney",2.4,Content Writing,5,3,No,ChatGPT,2,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Anika,University of Rajasthan ,Management,4,"ChatGPT, Copilot",3.8,"Doubt Solving, Resume Writing",3,0,No,Other,5,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Ira,Dr. SNS Rajalakshmi College of Arts and ,Hotel-management,3,ChatGPT,2.6,"MCQ Practice, Projects",4,0,Yes,ChatGPT,6,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Meera,Punjab Agricultural University ,Arts,2,Copilot,0.9,Content Writing,3,-1,Yes,Other,4,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Saanvi,"KMCT Ayurveda Medical College Manassery, Kozhikode ",Medical,1,"ChatGPT, Gemini, Copilot",1.8,Learning new topics,4,1,Yes,Copilot,1,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Navya,Swami Vivekanand College of Computer Science ,Science,3,Gemini,2.3,"Assignments, Coding Help",3,3,Yes,Other,4,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aarohi,"Don Bosco College, Itanagar ",Commerce,2,Gemini,4.1,"Assignments, Coding Help",2,0,No,Copilot,6,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Prisha,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishita,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Rakhi,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Ramya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Sneha,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Divya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Neha,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Pooja,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Kavya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Aishwarya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Shreya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Nandini,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aarav,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Vivaan,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aditya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Vihaan,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Arjun,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Sai,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Reyansh,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ayaan,Sant Rocha Singh Degree College ,Science,3,"Gemini, Midjourney",4.3,"Assignments, Coding Help",5,-1,Yes,Other,3,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Krishna,Heritage Institute of Hotel and Tourism ,Hotel-management,1,ChatGPT,0.9,Content Writing,5,3,Yes,Gemini,7,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishaan,Heritage Institute of Hotel and Tourism ,Hotel-management,1,ChatGPT,0.9,Content Writing,5,3,Yes,Gemini,7,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Rudra,"NIILM University, Kaithal ",Commerce,4,Copilot,1.4,Learning new topics,1,3,Yes,Other,8,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Dhruv,"Gurukul Vidyapeeth, Chandigarh ",Management,4,ChatGPT,2.5,"Assignments, Coding Help",5,0,No,Other,8,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Kabir,"Lady Keane College, Shillong ",Management,1,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,-1,Yes,ChatGPT,2,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Atharv,Chandigarh University ,Agriculture,2,Copilot,1.1,Learning new topics,2,-3,No,Other,8,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Om,Chandigarh University ,Agriculture,2,Copilot,1.1,Learning new topics,2,-3,No,Other,8,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Anaya,Sher-e-Kashmir University of Agricultural Sciences and Technology ,Commerce,4,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,-1,No,ChatGPT,8,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Siya,Sher-e-Kashmir University of Agricultural Sciences and Technology ,Commerce,4,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,-1,No,ChatGPT,8,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Diya,Maharshi Dayanand University ,Science,1,"ChatGPT, Gemini, Copilot",4.1,Content Writing,3,-2,Yes,Gemini,4,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Myra,The Neotia University ,Pharmacy,3,Gemini,1.8,Content Writing,2,-1,No,Other,3,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Aadhya,Sri Sri University ,Arts,3,Gemini,1.9,"Assignments, Coding Help",1,-3,Yes,Other,9,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Riya,Bharati Vidyapeeth Institute of Management Studies & ,Management,4,Copilot,2.5,"Doubt Solving, Resume Writing",2,0,No,ChatGPT,10,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Pari,"Global Institute, Amritsar ",Hotel-management,4,Gemini,0.5,"Exam Prep, Notes",3,-1,Yes,Other,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Anika,Guru Angad Dev Veterinary and Animal Sciences ,Agriculture,2,Copilot,3.9,"Doubt Solving, Resume Writing",4,1,Yes,Copilot,7,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Ira,Bhilai Institute of Technology ,Engineering,1,"ChatGPT, Gemini, Copilot",2.0,"Assignments, Coding Help",5,-2,Yes,Copilot,1,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Meera,Bhilai Institute of Technology ,Engineering,1,"ChatGPT, Gemini, Copilot",2.0,"Assignments, Coding Help",5,-2,Yes,Copilot,1,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Saanvi,"Lachoo Memorial College Science and Technology, Jodhpur ",Science,1,"Gemini, Midjourney",3.6,"Assignments, Coding Help",5,0,No,Gemini,3,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Navya,University of Petroleum and Energy Studies ,Management,3,Gemini,0.6,"MCQ Practice, Projects",1,0,No,Gemini,9,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Aarohi,Punjab Engineering College University of Technology ,Management,2,ChatGPT,3.7,"Exam Prep, Notes",4,0,Yes,Gemini,6,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Prisha,Goa Institute of Management ,Management,1,Copilot,3.2,"Doubt Solving, Resume Writing",3,-3,Yes,Other,7,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishita,"Sharda University, School of Business Studies ",Commerce,4,Gemini,2.0,"Doubt Solving, Resume Writing",3,3,No,Other,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Rakhi,"Uttaranchal University, Dehradun ",Hotel-management,4,"ChatGPT, Gemini, Copilot",0.6,"Doubt Solving, Resume Writing",5,0,Yes,Copilot,10,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ramya,Siksha 'O' Anusandhan University ,Science,2,Copilot,4.0,"Assignments, Coding Help",2,2,Yes,ChatGPT,2,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Sneha,Bihar Institute of law ,Law,1,ChatGPT,3.7,Learning new topics,2,3,Yes,Gemini,7,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Divya,Mangalayatan University ,Medical,4,ChatGPT,3.9,"Doubt Solving, Resume Writing",2,3,Yes,ChatGPT,1,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Neha,Netaji Subhas University ,Management,2,Copilot,2.6,Learning new topics,1,0,Yes,ChatGPT,5,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Pooja,"Institute of Media Management , Technology & ",Commerce,2,"ChatGPT, Copilot",2.0,"Assignments, Coding Help",4,-2,Yes,Copilot,5,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Kavya,"Dr. B R Ambedkar Institute of Technology, Port Blair ",Management,3,"ChatGPT, Gemini, Copilot",3.1,"MCQ Practice, Projects",4,-3,Yes,Gemini,6,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aishwarya,"ISBM University, Raipur ",Law,4,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,-1,No,Copilot,9,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Shreya,RK University ,Pharmacy,1,Gemini,3.3,Learning new topics,2,3,No,Gemini,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Nandini,"Duliajan College, Dibrugarh ",Engineering,4,"ChatGPT, Gemini, Copilot",1.5,Learning new topics,3,1,Yes,Gemini,5,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Aarav,"Institute of Management Studies, Ranchi University ",Hotel-management,3,Gemini,4.0,"Exam Prep, Notes",1,-2,No,ChatGPT,4,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Vivaan,Ganpat University ,Medical,3,Gemini,0.6,"Assignments, Coding Help",4,-2,Yes,Other,10,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Aditya,"University School of Law, Gujarat University ",Law,4,"ChatGPT, Gemini, Copilot",2.5,Content Writing,5,-2,No,ChatGPT,3,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Vihaan,"Lingaya's Vidyapeeth, Faridabad ",Law,3,"ChatGPT, Copilot",0.5,"Exam Prep, Notes",5,1,No,ChatGPT,6,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Arjun,"Elphinstone College, Mumbai ",Commerce,4,"Gemini, Midjourney",4.5,"Doubt Solving, Resume Writing",1,2,No,Gemini,9,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Sai,Asian Institute of Management and Technology ,Science,3,Gemini,2.1,Content Writing,3,3,Yes,Gemini,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Reyansh,Acharya Bangalore B-School ,Commerce,3,"Gemini, Midjourney",1.5,"Assignments, Coding Help",5,1,No,ChatGPT,7,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Ayaan,"Akal College of Economics, Commerce and Management, ",Science,2,Copilot,2.7,"Assignments, Coding Help",2,3,No,ChatGPT,3,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Krishna,Aryabhatta Knowledge University ,Agriculture,3,Gemini,2.4,"Exam Prep, Notes",4,2,No,Copilot,5,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishaan,Mahe Co-operative Centre for Information Technology ,Management,4,Gemini,3.3,Content Writing,5,-2,Yes,Gemini,2,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Rudra,Third Eye College ,Hotel-management,1,ChatGPT,2.7,"Assignments, Coding Help",1,2,Yes,Other,10,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Dhruv,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Kabir,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Atharv,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Om,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Anaya,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Siya,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Diya,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Myra,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Aadhya,"Fazl Ali College, Mokokchung ",Arts,4,ChatGPT,2.2,"Assignments, Coding Help",2,0,No,ChatGPT,1,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Riya,"Osteen College, Bangalore ",Hotel-management,2,"ChatGPT, Copilot",3.8,Content Writing,4,-2,Yes,Copilot,6,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Pari,Indira Gandhi Institute of Aeronautics ,Management,2,ChatGPT,1.3,"Assignments, Coding Help",4,3,No,ChatGPT,10,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Anika,Institute of Science and Management ,Agriculture,4,Copilot,2.6,"MCQ Practice, Projects",4,2,No,Copilot,9,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Ira,"Gurugram University, Gurgaon ",Arts,1,Copilot,1.0,Content Writing,2,2,No,Copilot,10,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Meera,Baba Balak Nath Post Graduate College ,Science,2,"ChatGPT, Copilot",1.5,Content Writing,4,3,Yes,Gemini,5,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Saanvi,National Institute of Food Technology Entrepreneurship and ,Engineering,3,"Gemini, Midjourney",0.7,"MCQ Practice, Projects",5,-1,No,Copilot,1,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Navya,National Institute of Food Technology Entrepreneurship and ,Engineering,3,"Gemini, Midjourney",0.7,"MCQ Practice, Projects",5,-1,No,Copilot,1,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aarohi,Delhi Technical Campus ,Hotel-management,2,"ChatGPT, Gemini, Copilot",4.2,"Exam Prep, Notes",3,1,No,Other,1,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Prisha,"Indian Institute of Information Technology [IIIT], Kottayam ",Engineering,4,"ChatGPT, Gemini, Copilot",4.0,"Exam Prep, Notes",2,1,Yes,Copilot,7,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ishita,Maharishi Markandeshwar ,Engineering,3,ChatGPT,2.9,"Doubt Solving, Resume Writing",4,0,Yes,ChatGPT,8,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Rakhi,"Vanijya Mahavidhyalaya, Patna ",Management,4,"ChatGPT, Copilot",2.3,Content Writing,1,-1,No,ChatGPT,10,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Ramya,Pt. Ravishankar Shukla University ,Law,2,Copilot,1.9,"Doubt Solving, Resume Writing",4,-3,No,ChatGPT,10,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Sneha,"Government Degree College, Baramulla ",Commerce,4,"ChatGPT, Copilot",3.0,"Assignments, Coding Help",5,-1,No,Gemini,4,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Divya,"Shangrila Institute of Hotel Management and Aviation, ",Hotel-management,2,"Gemini, Midjourney",1.1,"Assignments, Coding Help",5,1,No,Other,6,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Neha,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,Yes,Other,6,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Pooja,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,Yes,Other,6,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Kavya,Chandigarh Institute of Hotel Management and Catering ,Hotel-management,2,Gemini,1.6,"Doubt Solving, Resume Writing",2,2,Yes,Other,6,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aishwarya,"Udai Pratap College, Varanasi ",Agriculture,1,"ChatGPT, Gemini, Copilot",4.4,Content Writing,5,-2,No,Gemini,6,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Shreya,"Madanapalle Institute of Technology & Science, Madanapalle ",Arts,1,"ChatGPT, Gemini, Copilot",0.6,"Assignments, Coding Help",2,-3,No,Other,8,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Nandini,Royal Global University ,Science,3,ChatGPT,2.6,"Assignments, Coding Help",1,-3,Yes,Copilot,8,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aarav,"Goa University, North Goa ",Law,2,"Gemini, Midjourney",3.2,Content Writing,4,1,No,Other,8,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Vivaan,Sri Ramakrishna Engineering College ,Engineering,1,"ChatGPT, Copilot",3.2,Learning new topics,5,3,Yes,Gemini,6,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Aditya,Sarala Birla University ,Engineering,3,"ChatGPT, Copilot",2.9,"Doubt Solving, Resume Writing",2,2,No,Gemini,10,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Vihaan,Dr. C.V. Raman University ,Management,2,"Gemini, Midjourney",2.2,"Doubt Solving, Resume Writing",2,-2,No,Gemini,8,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Arjun,GH Raisoni College of Engineering ,Engineering,2,"ChatGPT, Copilot",3.4,"MCQ Practice, Projects",1,2,Yes,Other,2,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Sai,"Aizawl Theological College-[ATC], Aizawl ",Arts,3,ChatGPT,1.8,"MCQ Practice, Projects",1,-1,No,Copilot,1,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Reyansh,Chhatrapati Shahu Ji Maharaj University ,Commerce,3,Copilot,1.8,"Assignments, Coding Help",1,0,Yes,Other,5,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Ayaan,"St Xavier's College, Ahmedabad ",Commerce,4,"Gemini, Midjourney",1.1,Learning new topics,2,-2,Yes,ChatGPT,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Krishna,"OPJS University, Churu ",Pharmacy,3,Gemini,1.4,Learning new topics,5,-3,No,Other,4,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishaan,"Ranchi University, Ranchi ",Commerce,1,Gemini,3.2,Content Writing,1,-3,Yes,Copilot,2,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Rudra,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Dhruv,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Kabir,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Atharv,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Om,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Anaya,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Siya,Institute of Hotel Management Catering Technology and ,Hotel-management,4,"ChatGPT, Gemini, Copilot",2.0,"MCQ Practice, Projects",2,-3,No,ChatGPT,9,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Diya,"AVVM Sri Pushpam College, Thanjavur ",Law,4,Copilot,1.0,Content Writing,5,3,Yes,Gemini,6,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Myra,Centurion University of Technology and Management ,Medical,1,Copilot,2.3,Content Writing,4,-3,Yes,ChatGPT,6,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Aadhya,Centurion University of Technology and Management ,Medical,1,Copilot,2.3,Content Writing,4,-3,Yes,ChatGPT,6,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Riya,Centurion University of Technology and Management ,Medical,1,Copilot,2.3,Content Writing,4,-3,Yes,ChatGPT,6,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Pari,St. Thomas College of Engineering and Technology- ,Engineering,4,"ChatGPT, Gemini, Copilot",3.8,Learning new topics,5,1,Yes,Copilot,1,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Anika,Christian College of Engineering and Technology ,Engineering,2,Copilot,2.7,"MCQ Practice, Projects",4,-2,Yes,Other,8,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Ira,O. P. Jindal Global University ,Law,4,Gemini,1.4,Content Writing,2,1,No,Gemini,5,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
